Product_ID,Product_Name,Sub_Category,Brand,Supplier_ID,Supplier_Name,Lead_Time_Days,Quantity_in_Stock,Reorder_Level,Reorder_Quantity,Unit_Cost,Unit_Price,Discount_Available,Discount_Percentage,GST_Percentage,Final_Price,Manufacture_Date,Expiry_Date,Days_to_Expiry,Is_Expired,Units_Sold_Last_Month,Units_Returned,Last_Sold_Date,Shelf_Life_Days,Age_of_Stock_Days,Profit_Per_Unit,Total_Value_in_Stock,Expiry_Risk_Level,Stock_Turnover_Ratio,Revenue_Last_Month,Stock_Age_Category,Profit_Margin,Needs_Discount,Reorder_Required,Expiry_Risk_Encoded,Stock_Age_Encoded,Cat_Body Care,Cat_Fragrance,Cat_Haircare,Cat_Makeup,Cat_Skincare,Status_In Stock,Status_Low Stock,Status_Out of Stock,Unit_Cost_Scaled,Unit_Price_Scaled,Quantity_in_Stock_Scaled,Days_to_Expiry_Scaled,Units_Sold_Last_Month_Scaled,Age_of_Stock_Days_Scaled,Profit_Margin_Scaled,Stock_Turnover_Ratio_Scaled
PRD1893,Loreal Toner,Toner,Loreal,SUP1010,India Beauty Hub,8.0,427.0,73,254,1931.26,3823.37,True,29.13,18,3197.35,2025-07-31,2027-07-31,652.0,False,66.0,9,2025-08-08,730,78.0,1892.11,1632578.99,Safe,0.1542056074766355,252342.41999999998,Medium,49.48801711579052,False,False,2,0,False,False,False,False,True,True,False,False,1.6337377620488773,1.650089701522731,1.2699706657212968,0.12168658752844651,0.5570514733394096,-0.7617921657800779,0.19877009337579096,-0.17174744879779358
PRD1894,Mamaearth Concealer,Concealer,Mamaearth,SUP2132,India Beauty Hub,8.0,153.0,95,241,164.24,284.01,True,22.92,12,245.18,2025-02-14,2027-02-14,564.0,False,92.0,6,2025-07-30,730,245.0,119.77,43453.53,Safe,0.5974025974025974,26128.92,Old,42.17105031512974,False,False,2,2,False,False,False,True,False,True,False,False,-1.5257479865543218,-1.44111188153943,-0.6395057330533528,-0.13672162467517876,1.4586829336387082,0.23434412909071958,-0.10769148921436447,-0.029452756980521577
PRD1895,Loreal Blush,Blush,Loreal,SUP5939,Cosmetic Wholesale Co,10.0,262.0,20,296,112.22,156.66,True,15.77,28,168.9,2025-05-01,2027-05-01,561.0,False,43.0,3,2025-08-27,730,169.0,44.44,41044.92,Safe,0.1634980988593156,6736.38,Old,28.367164560194052,False,False,2,2,False,False,False,True,False,True,False,False,-1.6187613359461444,-1.5523366570929102,0.12010349127670857,-0.1455309955457569,-0.2405455876945852,-0.21898735839539182,-0.6858491861946567,-0.16876396238527527
PRD1896,Faces Canada Cleanser,Cleanser,Faces Canada,SUP4631,Cosmetic Wholesale Co,10.0,336.0,38,258,1599.92,3377.09,False,0.0,18,3984.97,2025-07-17,2027-07-17,638.0,False,28.0,1,2025-09-05,730,92.0,1777.17,1134702.24,Safe,0.0830860534124629,94558.52,Old,52.62430080335436,False,False,2,2,False,False,False,False,True,True,False,False,1.0412917184601327,1.2603182619152933,0.6358014967851906,0.08057619013241521,-0.7607175840211036,-0.6782837338747416,0.33012923282900036,-0.1945813922987046
PRD1897,Neutrogena Sunscreen,Sunscreen,Neutrogena,SUP3274,Cosmetic Wholesale Co,10.0,424.0,36,106,638.97,1142.94,True,36.68,18,853.98,2024-11-01,2026-11-01,380.0,False,30.0,9,2025-09-24,730,350.0,503.97,484606.56,Safe,0.07058823529411765,34288.200000000004,Old,44.09417817208253,False,False,2,2,False,False,False,False,True,True,False,False,-0.6769162419026501,-0.6909407275060504,1.2490639898223044,-0.6770297047373044,-0.6913613178442345,0.8606573683807419,-0.027143794709075554,-0.19859399441009384
PRD1898,Biotique Toner,Toner,Biotique,SUP6870,Elite Cosmetics Distributor,8.0,3.0,43,138,137.91,195.04,True,8.72,12,199.4,2024-11-22,2026-11-22,401.0,False,31.0,3,2025-08-30,730,329.0,57.13,585.12,Safe,7.75,6046.24,Old,29.291427399507793,False,True,2,2,False,False,False,False,True,False,True,False,-1.5728268310273454,-1.5188163831569654,-1.6848395280029784,-0.6153641086432574,-0.6566831847557999,0.7353947205227375,-0.647137646265327,2.266990283541125
PRD1899,Himalaya Hair Spray,Hair Spray,Himalaya,SUP9423,Beauty Supplies India,7.0,378.0,67,190,1941.16,3243.53,False,0.0,28,4151.72,2025-05-24,2028-05-23,949.0,False,29.0,0,2025-09-10,1095,146.0,1302.37,1226054.34,Safe,0.07651715039577836,94062.37000000001,Old,40.152858151458446,False,False,2,2,False,False,True,False,False,True,False,False,1.65143926452829,1.1436698047270497,0.9284949593710857,0.9938143037156818,-0.7260394509326691,-0.3561797822398729,-0.19222082784603622,-0.19669043196184138
PRD1900,Colorbar Body Spray,Body Spray,Colorbar,SUP8273,Cosmetic Wholesale Co,10.0,6.0,35,257,626.63,1383.8,True,28.72,28,1262.56,2025-07-03,2028-07-02,989.0,False,10.0,10,2025-08-20,1095,106.0,757.17,8302.8,Safe,1.4285714285714286,13838.0,Old,54.71672206966325,False,True,2,2,False,True,False,False,False,False,True,False,-0.6989805389325443,-0.4805787374015254,-1.663932852103986,1.1112725819900569,-1.3849239796129258,-0.5947753019694052,0.4177675603201692,0.23740580787355994
PRD1901,Biotique Hair Serum,Hair Serum,Biotique,SUP7664,Beauty Supplies India,7.0,339.0,29,284,1268.65,1886.55,True,7.42,12,1956.16,2025-07-09,2026-07-09,265.0,False,61.0,10,2025-08-07,365,100.0,617.9,639540.45,Safe,0.17941176470588235,115079.55,Old,32.75290874877421,False,False,2,2,False,False,True,False,False,True,False,False,0.4489708370101311,-0.04148760344383208,0.656708172684183,-1.0147222547761328,0.3836608078972369,-0.6305646299288351,-0.5021580281663774,-0.16365465381867478
PRD1902,Mamaearth Body Spray,Body Spray,Mamaearth,SUP7023,India Beauty Hub,8.0,212.0,48,227,213.39,350.66,True,26.22,12,289.76,2025-09-25,2028-09-24,1073.0,False,5.0,0,2025-09-15,1095,22.0,137.27,74339.92,Safe,0.023474178403755867,1753.3000000000002,New,39.146181486340055,False,False,2,1,False,True,False,False,False,True,False,False,-1.4378662848509753,-1.382901192174377,-0.22834110703983335,1.3579349663662448,-1.5583146450550984,-1.0958258934014231,-0.2343841630576845,-0.21372063190507185
PRD1903,Nivea Hand Cream,Hand Cream,Nivea,SUP4419,India Beauty Hub,8.0,64.0,81,293,1930.66,4163.13,True,22.18,28,4146.88,2025-07-06,2027-07-06,627.0,False,87.0,7,2025-08-25,730,103.0,2232.47,266440.32,Safe,1.3384615384615384,362192.31,Old,53.624796727462275,False,True,2,2,True,False,False,False,False,False,True,False,1.632664943716792,1.9468288435883023,-1.2597371180567973,0.048275163606962046,1.2852922681965355,-0.6126699659491202,0.37203369578890094,0.2084747471165429
PRD1904,Loreal Body Spray,Body Spray,Loreal,SUP8292,Global Cosmetics Supply,14.0,443.0,48,194,174.05,256.45,True,39.77,18,182.26,2024-10-29,2027-10-29,742.0,False,28.0,3,2025-08-15,1095,353.0,82.4,113607.35,Safe,0.06306306306306306,7180.599999999999,Old,32.13101969194774,False,False,2,2,False,True,False,False,False,True,False,False,-1.508207406824722,-1.4651821981020834,1.3814729371825902,0.3859677136457905,-0.7607175840211036,0.8785520323604569,-0.5282050377733265,-0.20101005789389295
PRD1905,Garnier Hair Spray,Hair Spray,Garnier,SUP2971,Elite Cosmetics Distributor,12.0,11.0,59,204,1269.67,2130.36,False,0.0,28,2726.86,2025-06-07,2028-06-06,963.0,False,72.0,6,2025-09-05,1095,132.0,860.69,23433.96,Safe,6.0,153385.92,Old,40.40115285679416,False,True,2,2,False,False,True,False,False,False,True,False,0.4507946281746766,0.17145085378187708,-1.6290883922723318,1.034924701111713,0.7651202718700171,-0.43968821414520926,-0.18182132892538125,1.7051279145710083
PRD1906,Plum Sunscreen,Sunscreen,Plum,SUP4530,Elite Cosmetics Distributor,12.0,131.0,54,135,192.25,382.7,False,0.0,18,451.59,2024-11-15,2026-11-15,394.0,False,47.0,0,2025-09-23,730,336.0,190.45,50133.7,Safe,0.3560606060606061,17986.899999999998,Old,49.76482884766135,False,False,2,2,False,False,False,False,True,True,False,False,-1.4756652507514583,-1.3549181391022647,-0.7928213563126312,-0.635919307341273,-0.10183305534084697,0.7771489364754056,0.21036399064767622,-0.10693903297330826
PRD1907,Maybelline Eyeshadow,Eyeshadow,Maybelline,SUP9515,Elite Cosmetics Distributor,12.0,149.0,26,217,97.24,153.27,True,8.28,18,165.88,2025-01-06,2027-01-06,446.0,False,87.0,2,2025-09-15,730,284.0,56.03,22837.23,Safe,0.58,13334.490000000002,Old,36.55640373197626,False,False,2,2,False,False,False,True,False,True,False,False,-1.6455460336372152,-1.5552974108355588,-0.6673813009186761,-0.4832235455845854,1.2852922681965355,0.4669747608270136,-0.34285361642290035,-0.03504010818215392
PRD1908,Mamaearth Deodorant,Deodorant,Mamaearth,SUP9523,Cosmetic Wholesale Co,10.0,218.0,45,101,270.01,671.28,True,5.95,12,707.1,2024-05-05,2027-05-05,565.0,False,37.0,8,2025-09-12,1095,530.0,401.27,146339.04,Safe,0.1689497716894977,24837.36,Old,59.77684423787392,False,False,2,2,False,True,False,False,False,True,False,False,-1.336627994913163,-1.1028785181425211,-0.1865277552418483,-0.1337851677183194,-0.44861438622519256,1.9343372071636376,0.6297041578224739,-0.16701362535029463
PRD1909,Nivea Foot Cream,Foot Cream,Nivea,SUP2405,Global Cosmetics Supply,14.0,357.0,46,197,67.02,114.11,False,0.0,28,146.06,2025-05-24,2027-05-24,584.0,False,55.0,9,2025-09-29,730,146.0,47.09,40737.27,Safe,0.15363128491620112,6276.05,Old,41.267198317413026,False,False,2,2,True,False,False,False,False,True,False,False,-1.6995803169632606,-1.5894989201459184,0.7821482280781381,-0.07799248553799121,0.17559200936662953,-0.3561797822398729,-0.14554814774430652,-0.17193184321742708
PRD1910,Maybelline Face Cream,Face Cream,Maybelline,SUP6436,Beauty Supplies India,7.0,149.0,70,128,976.63,2192.05,True,23.93,12,1867.59,2025-06-29,2027-06-29,620.0,False,67.0,8,2025-08-04,730,110.0,1215.42,326615.45,Safe,0.44666666666666666,146867.35,Old,55.4467279487238,False,False,2,2,False,False,False,False,True,True,False,False,-0.07316984521593684,0.22532958486860036,-0.6673813009186761,0.0277199649089464,0.5917296064278442,-0.570915749996452,0.4483429015909277,-0.07784866962749615
PRD1911,Neutrogena Lipstick,Lipstick,Neutrogena,SUP4559,India Beauty Hub,8.0,244.0,59,217,673.45,1284.15,True,6.47,28,1537.36,2025-10-11,2027-10-11,724.0,False,13.0,6,2025-08-11,730,6.0,610.7,313332.6,Safe,0.053061224489795916,16693.95,New,47.556749600903316,False,False,2,1,False,False,False,True,False,True,False,False,-0.6152649484187969,-0.5676109233764316,-0.005336564117246522,0.33311148842232174,-1.2808895803476221,-1.1912641012932361,0.11788147994599661,-0.2042212903023687
PRD1912,WOW Foot Cream,Foot Cream,WOW,SUP4345,India Beauty Hub,8.0,247.0,33,211,232.15,403.7,False,0.0,18,476.37,2025-01-26,2027-01-26,466.0,False,54.0,1,2025-10-06,730,264.0,171.55,99713.9,Safe,0.21774193548387097,21799.8,Old,42.494426554372055,False,False,2,2,True,False,False,False,False,True,False,False,-1.4043228316677652,-1.336577186714176,0.015570111781745992,-0.42449440644739783,0.14091387627819496,0.34767700096224746,-0.09414729846563746,-0.15134820778647487
PRD1913,Garnier Body Wash,Body Wash,Garnier,SUP5187,Cosmetic Wholesale Co,10.0,182.0,89,117,1196.72,2161.73,False,0.0,28,2767.01,2025-08-02,2027-08-02,654.0,False,69.0,5,2025-09-15,730,76.0,965.01,393434.86,Safe,0.3770491803278688,149159.37,Medium,44.64063504693001,False,False,2,0,True,False,False,False,False,True,False,False,0.32035779929860075,0.1988487431349408,-0.43740786602975845,0.12755950144216527,0.6610858726047134,-0.7737219417665545,-0.004256163366002463,-0.1002003529395314
PRD1914,Mamaearth Serum,Serum,Mamaearth,SUP9837,Premium Beauty Distributors,5.0,416.0,54,208,884.13,1663.8,True,5.15,12,1767.49,2025-10-16,2026-10-16,364.0,False,19.0,8,2025-09-03,365,1.0,779.67,692140.8,Safe,0.045563549160671464,31612.2,New,46.86080057699243,False,False,2,1,False,False,False,False,True,True,False,False,-0.23856267141246879,-0.23603270556034364,1.1933128540916575,-0.7240130160470544,-1.0728207818170146,-1.2210885412594277,0.08873256550093686,-0.20662852551504907
PRD1915,Neutrogena Eyeshadow,Eyeshadow,Neutrogena,SUP2744,Global Cosmetics Supply,14.0,495.0,50,101,1617.39,3009.22,True,37.95,12,2091.29,2025-01-16,2027-01-16,456.0,False,72.0,7,2025-09-30,730,274.0,1391.83,1489563.9,Safe,0.14516129032258066,216663.84,Old,46.25218495158213,False,False,2,2,False,False,False,True,False,True,False,False,1.0725286122293587,0.9390284450102375,1.7438553194317938,-0.4538589760159916,0.7651202718700171,0.4073258808946305,0.0632414962049146,-0.17465125534744746
PRD1916,Loreal Body Scrub,Body Scrub,Loreal,SUP3101,Premium Beauty Distributors,5.0,354.0,81,267,1032.71,1825.75,True,32.31,12,1384.15,2025-10-15,2026-10-15,363.0,False,56.0,1,2025-09-28,365,2.0,793.04,646315.5,Safe,0.15774647887323945,102242.0,New,43.43639600164316,False,False,2,1,True,False,False,False,False,True,False,False,0.027102908222998514,-0.09458902750077436,0.7612415521791457,-0.7269494730039138,0.21027014245506406,-1.2151236532661893,-0.05469414042531299,-0.17061060171715675
PRD1917,Maybelline Cologne,Cologne,Maybelline,SUP7999,Elite Cosmetics Distributor,12.0,478.0,35,273,1180.27,2427.91,True,18.17,28,2543.05,2024-02-01,2029-01-30,1201.0,False,55.0,5,2025-08-26,1825,624.0,1247.64,1160540.98,Safe,0.11482254697286012,133535.05,Old,51.38740727621699,False,False,2,2,False,True,False,False,False,True,False,False,0.2909446966939201,0.4313246815473898,1.6253841560041695,1.733801456844245,0.17559200936662953,2.4950366785280385,0.27832356551507936,-0.18439194003890483
PRD1918,Mamaearth Conditioner,Conditioner,Mamaearth,SUP6972,Global Cosmetics Supply,14.0,100.0,78,259,440.57,939.94,True,34.32,28,790.21,2025-08-01,2028-07-31,1018.0,False,97.0,4,2025-09-15,1095,77.0,499.37,93994.0,Safe,0.9603960396039604,91174.18000000001,Medium,53.127859225056916,False,False,2,0,False,False,True,False,False,True,False,False,-1.031661503712293,-0.8682366005909072,-1.0088570072688872,1.196429833738979,1.632073599080881,-0.7677570537733162,0.3512201185806796,0.08709144607997843
PRD1919,Lakme Serum,Serum,Lakme,SUP7503,Beauty Supplies India,7.0,362.0,39,207,67.38,128.34,True,19.05,28,132.98,2025-05-24,2026-05-24,219.0,False,91.0,3,2025-07-23,365,146.0,60.96,46459.08,Safe,0.25068870523415976,11678.94,Old,47.498831229546525,False,False,2,2,False,False,False,False,True,True,False,False,-1.698936625964009,-1.5770707414562755,0.8169926879097923,-1.1497992747916643,1.4240048005502737,-0.3561797822398729,0.11545564472894415,-0.140770179156869
PRD1920,Nivea Hair Mask,Hair Mask,Nivea,SUP2495,Global Cosmetics Supply,14.0,418.0,52,198,522.81,1241.93,False,0.0,28,1589.67,2025-07-10,2026-07-10,266.0,False,36.0,10,2025-09-16,365,99.0,719.12,519126.74,Safe,0.08591885441527446,44709.48,Old,57.90342450862771,False,False,2,2,False,False,True,False,False,True,False,False,-0.8846138709944249,-0.6044849714633412,1.2072506380243193,-1.0117857978192735,-0.48329251931362716,-0.6365295179220735,0.5512384232193642,-0.19367188128026996
PRD1921,WOW Body Wash,Body Wash,WOW,SUP3105,Global Cosmetics Supply,14.0,148.0,20,110,1631.15,3469.53,True,5.73,18,3859.46,2024-11-11,2026-11-11,390.0,False,6.0,0,2025-09-08,730,340.0,1838.38,513490.44,Safe,0.040268456375838924,20817.18,Old,52.98642755647018,False,False,2,2,True,False,False,False,False,True,False,False,1.0971319126451888,1.3410533875702892,-0.674350192885007,-0.6476651351687106,-1.523636511966664,0.8010084884483589,0.3452964381589586,-0.2083285903013363
PRD1922,Garnier Eyeliner,Eyeliner,Garnier,SUP4556,Global Cosmetics Supply,14.0,195.0,96,282,1011.69,3652.37,True,8.13,12,3758.08,2025-10-03,2026-10-03,351.0,False,92.0,0,2025-08-02,365,14.0,2115.25,712212.15,Safe,0.46938775510204084,336018.04,New,72.30045148766418,False,False,2,1,False,False,False,True,False,True,False,False,-0.01048149401106742,1.5007419463625806,-0.34681227046745755,-0.7621869564862264,1.4586829336387082,-1.1435449973473295,1.1542390644400173,-0.07055374129956536
PRD1923,WOW Eyeshadow,Eyeshadow,WOW,SUP2056,Premium Beauty Distributors,5.0,171.0,89,253,1524.2,3124.6,True,26.76,12,2563.07,2025-09-22,2027-09-22,705.0,False,33.0,3,2025-07-27,730,25.0,1600.4,534306.6,Safe,0.19186046511627908,103111.8,New,51.21935607757793,False,False,2,1,False,False,False,True,False,True,False,False,0.9059020449509282,1.0397988777025073,-0.5140656776593977,0.27731880624199357,-0.5873269185789308,-1.0779312294217083,0.2712849609000565,-0.15965782164542636
PRD1924,Faces Canada Body Scrub,Body Scrub,Faces Canada,SUP5201,India Beauty Hub,14.0,393.0,78,100,1750.04,4188.95,True,7.58,12,4336.0,2025-10-08,2026-10-08,356.0,False,44.0,10,2025-08-07,365,9.0,2438.91,1646257.35,Safe,0.1116751269035533,184313.8,New,58.22246625049237,False,False,2,1,True,False,False,False,False,True,False,False,1.3097108651479528,1.9693794812387997,1.0330283388660484,-0.7475046717019295,-0.20586745460615066,-1.173369437313521,0.5646010692156989,-0.185402463979639
PRD1925,Mamaearth Conditioner,Conditioner,Mamaearth,SUP4813,Global Cosmetics Supply,14.0,242.0,72,287,1733.85,3601.5,True,19.19,18,3434.24,2024-08-06,2027-08-06,658.0,False,61.0,1,2025-08-12,1095,437.0,1867.65,871563.0,Safe,0.25102880658436216,219691.5,Old,51.85755935027072,False,False,2,2,False,False,True,False,False,True,False,False,1.2807626504871759,1.4563131726491487,-0.0192743480499082,0.13930532926960276,0.3836608078972369,1.3796026237924748,0.29801527009675627,-0.14066098478526065
PRD1927,Maybelline Foot Cream,Foot Cream,Maybelline,SUP6299,Cosmetic Wholesale Co,10.0,174.0,99,222,986.53,1462.78,False,0.0,28,1872.36,2025-02-06,2027-02-06,477.0,False,48.0,4,2025-10-13,730,253.0,476.25,254523.72,Safe,0.2742857142857143,70213.44,Old,32.5578692626369,False,False,2,2,True,False,False,False,False,True,False,False,-0.05546834273652426,-0.4115992888486092,-0.49315900176040517,-0.39219337992194464,-0.0671549222524124,0.28206323303662606,-0.510327001897926,-0.13319402406754574
PRD1928,Himalaya Body Spray,Body Spray,Himalaya,SUP4087,India Beauty Hub,8.0,292.0,28,135,1200.95,2928.88,False,0.0,18,3456.08,2025-08-23,2027-10-23,736.0,False,11.0,8,2025-08-09,1095,359.0,1727.93,855232.96,Safe,0.03754266211604096,32217.68,Old,58.99627161235694,False,False,2,2,False,True,False,False,False,True,False,False,0.32792116853980435,0.8688612014455215,0.3291702502666337,0.3683489719046343,-1.350245846524491,0.9143413603198868,0.5970108945264205,-0.2092037452842707
PRD1929,Biotique Hand Cream,Hand Cream,Biotique,SUP9049,Elite Cosmetics Distributor,12.0,178.0,79,112,1271.6,2633.58,True,25.64,12,2193.33,2025-08-15,2027-08-15,667.0,False,13.0,2,2025-09-03,730,63.0,1361.98,468777.24,Safe,0.07262569832402235,34236.54,Medium,51.71591521806819,False,False,2,0,True,False,False,False,False,True,False,False,0.454245527142885,0.6109524757215893,-0.4652834338950818,0.16573344188133718,-1.2808895803476221,-0.8512654856786525,0.29208269091442673,-0.19793983795028167
PRD1930,Plum Concealer,Concealer,Plum,SUP2950,Cosmetic Wholesale Co,10.0,324.0,91,104,799.66,1890.17,True,32.39,18,1507.97,2024-11-24,2026-11-24,403.0,False,25.0,0,2025-09-29,730,327.0,1090.51,612415.08,Safe,0.07692307692307693,47254.25,Old,57.693752413804056,False,False,2,2,False,False,False,True,False,True,False,False,-0.38959761226458833,-0.03832597260359956,0.5521747931892205,-0.6094911947295386,-0.8647519832864073,0.7234649445362609,0.542456581814966,-0.19656010348169523
PRD1931,Sugar Hair Serum,Hair Serum,Sugar,SUP2507,Elite Cosmetics Distributor,12.0,413.0,55,178,812.51,1703.03,False,0.0,18,2009.58,2025-04-27,2026-04-27,192.0,False,99.0,7,2025-09-14,365,173.0,890.52,703351.39,Safe,0.2391304347826087,168599.97,Old,52.29032958902662,False,False,2,2,False,False,True,False,False,True,False,False,-0.36662141965242145,-0.20177005974202375,1.1724061781926651,-1.2290836126268674,1.7014298652577502,-0.1951278064224386,0.3161412854088765,-0.14448112613807232
PRD1932,Colorbar Body Oil,Body Oil,Colorbar,SUP6798,Global Cosmetics Supply,14.0,474.0,85,150,1349.2,3166.7,True,32.53,28,2734.81,2025-06-22,2027-06-22,613.0,False,84.0,5,2025-07-25,730,117.0,1817.5,1501015.8,Safe,0.17684210526315788,266002.8,Old,57.39413269334006,False,False,2,2,True,False,False,False,False,True,False,False,0.5929966980926245,1.0765681203471993,1.5975085881388462,0.007164766210930755,1.1812578689312319,-0.5291615340437839,0.529907401777642,-0.16447967949978085
PRD1933,Lakme Hand Cream,Hand Cream,Lakme,SUP5763,India Beauty Hub,8.0,124.0,40,297,1773.45,3174.86,True,27.99,28,2926.36,2025-06-11,2027-06-11,602.0,False,38.0,3,2025-08-22,730,128.0,1401.41,393682.64,Safe,0.304,120644.68000000001,Old,44.140844005719934,False,False,2,2,True,False,False,False,False,True,False,False,1.3515686604048265,1.0836948904179997,-0.841603600076947,-0.025136260314522405,-0.413936253136758,-0.46354776611816245,-0.025189257314137996,-0.12365383037401234
PRD1934,Lakme Foundation,Foundation,Lakme,SUP4228,Global Cosmetics Supply,14.0,143.0,42,294,1226.84,1883.67,True,29.39,18,1569.47,2025-06-23,2027-06-23,614.0,False,94.0,7,2025-09-28,730,116.0,656.83,269364.81,Safe,0.6527777777777778,177064.98,Old,34.86969585967819,False,False,2,2,False,False,False,True,False,True,False,False,0.3742132795692983,-0.04400293405705556,-0.7091946527166612,0.010101223167790134,1.5280391998155773,-0.5351264220370222,-0.4134991691490737,-0.011673768393237924
PRD1935,Mamaearth Shampoo,Shampoo,Mamaearth,SUP1079,Cosmetic Wholesale Co,10.0,153.0,63,105,1332.97,3267.52,True,15.91,18,3242.24,2025-02-27,2028-02-27,863.0,False,8.0,2,2025-08-18,1095,232.0,1934.55,499930.56,Safe,0.05194805194805195,26140.16,Old,59.20545245323671,False,False,2,2,False,False,True,False,False,True,False,False,0.5639769622097086,1.1646221593837278,-0.6395057330533528,0.7412790054257753,-1.4542802457897948,0.15680058517862158,0.605772160402024,-0.20457869016601254
PRD1936,Plum Eyeshadow,Eyeshadow,Plum,SUP5501,Beauty Supplies India,7.0,444.0,41,202,748.04,1766.8,False,0.0,12,1978.82,2025-01-08,2027-01-08,448.0,False,55.0,10,2025-08-29,730,282.0,1018.76,784459.2,Safe,0.12359550561797752,97174.0,Old,57.661308580484494,False,False,2,2,False,False,False,True,False,True,False,False,-0.48189574943502056,-0.14607470099019462,1.3884418291489211,-0.4773506316708666,0.17559200936662953,0.455044984840537,0.5410977142985102,-0.18157525699477767
PRD1937,Faces Canada Perfume,Perfume,Faces Canada,SUP2324,India Beauty Hub,8.0,299.0,49,182,232.85,435.89,False,0.0,18,514.35,2023-06-22,2028-06-20,977.0,False,45.0,5,2025-07-21,1825,848.0,203.04,130331.11,Safe,0.15,19615.05,Old,46.58055931542361,False,False,2,2,False,True,False,False,False,True,False,False,-1.4030712102803318,-1.3084631268392917,0.37795249403094955,1.0760350985077445,-0.1711893215177161,3.8311715890134197,0.07699502686406812,-0.17309771884338263
PRD1938,Colorbar Face Mask,Face Mask,Colorbar,SUP7136,Global Cosmetics Supply,14.0,493.0,74,284,1457.73,3416.02,True,31.64,18,2755.53,2025-09-22,2026-09-22,340.0,False,22.0,6,2025-10-13,365,25.0,1958.29,1684097.86,Safe,0.044534412955465584,75152.44,New,57.326654996165125,False,False,2,1,False,False,False,False,True,True,False,False,0.787051654061377,1.2943188941280688,1.729917535499132,-0.7944879830116794,-0.968786382551711,-1.0779312294217083,0.5270811867039447,-0.20695894431862047
PRD1939,Maybelline Eyeshadow,Eyeshadow,Maybelline,SUP9094,Global Cosmetics Supply,14.0,481.0,27,179,704.39,1517.77,True,37.12,12,1068.9,2024-11-05,2026-11-05,384.0,False,90.0,6,2025-08-21,730,346.0,813.38,730047.37,Safe,0.18672199170124482,136599.3,Old,53.590464958458796,False,False,2,2,False,False,False,True,False,True,False,False,-0.5599432830942489,-0.36357219495237136,1.646290831903162,-0.6652838769098668,1.3893266674618392,0.8367978164077887,0.3705957545560699,-0.161307601557347
PRD1940,Loreal Hair Spray,Hair Spray,Loreal,SUP3379,Beauty Supplies India,7.0,189.0,97,162,831.44,1446.31,True,24.35,28,1400.49,2025-02-16,2028-02-16,852.0,False,13.0,3,2025-09-14,1095,243.0,614.87,273352.59,Safe,0.06842105263157895,18802.03,Old,42.51301588179574,False,False,2,2,False,False,True,False,False,True,False,False,-0.33277400127512025,-0.42598383579298155,-0.3886256222654426,0.7089779789003221,-1.2808895803476221,0.22241435310424298,-0.09336870880454537,-0.1992897992013881
PRD1941,Olay Blush,Blush,Olay,SUP7103,Global Cosmetics Supply,14.0,115.0,30,109,1387.07,3227.58,False,0.0,18,3808.54,2025-08-18,2027-08-18,670.0,False,86.0,10,2025-10-03,730,60.0,1840.51,371171.7,Safe,0.7413793103448276,277571.88,Medium,57.024457953017425,False,False,2,0,False,False,False,True,False,True,False,False,0.6607094151527613,1.1297394146989534,-0.9043236277739246,0.1745428127519153,1.2506141351081008,-0.8691601496583674,0.5144240588775963,0.016773012739622412
PRD1942,Loreal Eye Cream,Eye Cream,Loreal,SUP2366,Metro Beauty Supplies,6.0,380.0,26,287,1031.67,1624.16,True,10.49,28,1860.85,2025-05-30,2026-05-30,225.0,False,31.0,6,2025-08-05,365,140.0,592.49,617180.8,Safe,0.08136482939632546,50348.96,Old,36.47978031721013,False,False,2,2,False,False,False,False,True,True,False,False,0.025243356447383517,-0.2706534366395737,0.9424327433037474,-1.132180533050508,-0.6566831847557999,-0.39196911019930275,-0.3460628879137277,-0.19513401572912473
PRD1943,Plum Body Oil,Body Oil,Plum,SUP2326,Elite Cosmetics Distributor,12.0,191.0,45,114,545.88,917.82,True,33.31,12,685.55,2025-10-14,2027-10-14,727.0,False,16.0,10,2025-08-29,730,3.0,371.94,175303.62,Safe,0.08333333333333333,14685.12,New,40.52428580767471,False,False,2,1,True,False,False,False,False,True,False,False,-0.8433640061257329,-0.8875557371063606,-0.3746878383327809,0.34192085929289984,-1.1768551810823182,-1.209158765272951,-0.1766640663569027,-0.19450199956605374
PRD1944,Mamaearth Cleanser,Cleanser,Mamaearth,SUP1778,Elite Cosmetics Distributor,12.0,139.0,21,254,1572.7,3532.94,False,0.0,18,4168.87,2024-11-01,2026-11-01,380.0,False,88.0,7,2025-07-22,730,350.0,1960.24,491078.66,Safe,0.6285714285714286,310898.72000000003,Old,55.48466716106133,False,False,2,2,False,False,False,False,True,True,False,False,0.9926215267945152,1.3964343299954651,-0.7370702205819845,-0.6770297047373044,1.31997040128497,0.8606573683807419,0.4499319358686471,-0.01944556079849352
PRD1945,Olay Shampoo,Shampoo,Olay,SUP5600,Cosmetic Wholesale Co,10.0,192.0,27,125,1113.71,1661.23,True,8.45,28,1946.7,2025-04-27,2028-04-26,922.0,False,46.0,3,2025-09-24,1095,173.0,547.52,318956.16,Safe,0.23834196891191708,76416.58,Old,32.95871131631382,False,False,2,2,False,False,True,False,False,True,False,False,0.17193338305455624,-0.23827728878117158,-0.3677189463664501,0.9145299658804786,-0.13651118842928153,-0.1951278064224386,-0.4935382568502619,-0.14473427431062028
